3T_,consecutive fly ID,unique 3T identifier,Bat voucher,Bat family,Bat genus,Bat species epithet,Bat species,Bat identified by,Sex,"Age (J = juvenile, A = adult, SA = subadult)",Reproductive status,Body mass,Forearm,Bat genetic information,Diet,Roosting ecology,Bat flies?,Bat fly family,Bat fly genus,Bat fly species epithet,Bat fly species,Bat fly identified by,Bat fly sex,Bat fly ecomorphology,Bat fly ecology,Bat fly wing,Laboul infection?,Double infection?,Laboul genus 1,Laboul species 1,Position(s) infected 1,Laboul genus 2,Laboul species 2,Position(s) infected 2,Laboul(s) identified by,Country,Territory,Settlement,Location,Open/Close,Latitude,Longitude,Climate zone,Day,Month,Year,Contact <email>,Comments,Screened by,Voucher slides,Isolate,Sequences,Reference
3T_,11942,3T_11942,Bat_DH2712,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,M,juvenile,,20,46,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,30,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11943,3T_11943,Bat_DH2713,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,M,adult,,4,35,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,30,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11944,3T_11944,Bat_DH2714,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,22,62,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11945,3T_11945,Bat_DH2714,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,22,62,,insectivore,6,Present,Streblidae,Trichobius,sparsus,Trichobius sparsus,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11946,3T_11946,Bat_DH2715,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,19,42.5,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 5,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11947,3T_11947,Bat_DH2727,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,adult,,22,45,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA4 (site 16) net 2,Close,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11948,3T_11948,Bat_DH2727,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,adult,,22,45,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA4 (site 16) net 2,Close,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11949,3T_11949,Bat_DH2718,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11950,3T_11950,Bat_DH2718,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11951,3T_11951,Bat_DH2719,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,6,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11952,3T_11952,Bat_DH2719,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,6,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11953,3T_11953,Bat_DH2720,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11954,3T_11954,Bat_DH2722,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,17,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 4,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11955,3T_11955,Bat_DH2722,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,17,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 4,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11956,3T_11956,Bat_DH2722,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,17,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 4,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11957,3T_11957,Bat_DH2722,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,17,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 4,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11958,3T_11958,Bat_DH2722,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,17,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 4,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11959,3T_11959,Bat_DH2722,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,17,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 4,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11960,3T_11960,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,sparsus,Trichobius sparsus,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11961,3T_11961,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,sparsus,Trichobius sparsus,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11962,3T_11962,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,sparsus,Trichobius sparsus,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11963,3T_11963,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,sparsus,Trichobius sparsus,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11964,3T_11964,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,sparsus,Trichobius sparsus,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11965,3T_11965,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11966,3T_11966,Bat_DH2723,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,M,adult,,20,58,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11967,3T_11967,Bat_DH2704,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,M,juvenile,,20,45,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 5,Open,,,Neotropics,27,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11968,3T_11968,Bat_DH2705,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,adult,,21,44,,frugivore,2.4,Present,Streblidae,Trichobius,brennani,Trichobius brennani,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 1,River,,,Neotropics,27,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11969,3T_11969,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11970,3T_11970,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11971,3T_11971,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11972,3T_11972,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,M,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11973,3T_11973,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11974,3T_11974,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11975,3T_11975,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Trichobius,yunkeri,Trichobius yunkeri,,F,Wing crawler,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11976,3T_11976,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Nycterophilia,parnelli,Nycterophilia parnelli,,M,Fur swimmer,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11977,3T_11977,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Nycterophilia,parnelli,Nycterophilia parnelli,,M,Fur swimmer,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11978,3T_11978,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Nycterophilia,parnelli,Nycterophilia parnelli,,M,Fur swimmer,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11979,3T_11979,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Nycterophilia,parnelli,Nycterophilia parnelli,,F,Fur swimmer,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11980,3T_11980,Bat_DH2726,Mormoopidae,Pteronotus,mesoamericanus,Pteronotus mesoamericanus,,F,adult,,24,60,,insectivore,6,Present,Streblidae,Nycterophilia,parnelli,Nycterophilia parnelli,,F,Fur swimmer,monoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,1,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11981,3T_11981,Bat_DH2707,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,adult,,23,45,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,28,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11982,3T_11982,Bat_DH2708,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,28,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11983,3T_11983,Bat_DH2708,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 2,Open,,,Neotropics,28,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11984,3T_11984,Bat_DH2709,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5.5,39,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA4 (site 16) net 3,Close,,,Neotropics,29,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11985,3T_11985,Bat_DH2710,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,,M,adult,,51,65,,frugivore,3.51,Present,Streblidae,Megistopoda,aranea,Megistopoda aranea,,M,Fur runner,monoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA4 (site 16) net 3,Close,,,Neotropics,29,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11986,3T_11986,Bat_DH2701,Phyllostomidae,Carollia,sowelli,Carollia sowelli,,M,adult,,17,40,,frugivore,4.67,Present,Streblidae,Speiseria,ambigua,Speiseria ambigua,,M,Fur runner,polyxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,27,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11987,3T_11987,Bat_DH2702,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,M,adult,,4.5,34,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,28,June,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11988,3T_11988,Bat_DH2736,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,4.5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,5,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11989,3T_11989,Bat_DH2736,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,4.5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,5,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11990,3T_11990,Bat_DH2736,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,4.5,37,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,5,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11991,3T_11991,Bat_DH2738,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,adult,,25,46,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 4,Close,,,Neotropics,5,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11992,3T_11992,Bat_DH2739,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,M,adult,,28,44,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 1,River,,,Neotropics,5,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11993,3T_11993,Bat_DH2740,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,23,43,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,F,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA1 (site 49) net 1,River,,,Neotropics,5,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11994,3T_11994,Bat_DH2743,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,39,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,8,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11995,3T_11995,Bat_DH2743,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,F,adult,,5,39,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,8,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11996,3T_11996,Bat_DH2927,Phyllostomidae,Glossophaga,soricina,Glossophaga soricina,,F,juvenile,,9,35,,nectarivore,4.53,Present,Streblidae,Trichobius,uniformis,Trichobius uniformis,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Cortecito CO1 (site 17) net 3,Open,,,Neotropics,17,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11997,3T_11997,Bat_DH2927,Phyllostomidae,Glossophaga,soricina,Glossophaga soricina,,F,juvenile,,9,35,,nectarivore,4.53,Present,Streblidae,Trichobius,dugesii,Trichobius dugesii,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Cortecito CO1 (site 17) net 3,Open,,,Neotropics,17,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11998,3T_11998,Bat_DH2745,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,M,adult,,6,38,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,M,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,8,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,11999,3T_11999,Bat_DH2745,Vespertilionidae,Myotis,keaysi,Myotis keaysi,,M,adult,,6,38,,insectivore,5.1,Present,Streblidae,Trichobius,hirsutulus,Trichobius hirsutulus,,F,Wing crawler,oligoxenous,full developed,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Danto DA0 (site 13) net 1,Open,,,Neotropics,8,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,12000,3T_12000,Bat_DH2907,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,21,42,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Cortecito CO (site 52) net 2,River,,,Neotropics,10,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
3T_,12001,3T_12001,Bat_DH2907,Phyllostomidae,Sturnira,hondurensis,Sturnira hondurensis,,F,juvenile,,21,42,,frugivore,2.4,Present,Streblidae,Megistopoda,proxima,Megistopoda proxima,,M,Fur runner,oligoxenous,reduced,uninfected,,,,,,,,,Honduras,,,Cusuco National Park: El Cortecito CO (site 52) net 2,River,,,Neotropics,10,July,2019,Danny Haelewaters,screened by Iris Dumolein,Iris Dumolein,,,,
